Financial Year,Coin,Sale Reference,Lot Reference,Quantity Sold,Unit Cost (ZAR),Total Cost (ZAR),Selling Price (ZAR),Proceeds (ZAR),Profit/Loss (ZAR),Fee Reference,Fee Amount (ZAR)
FY2022,ETH,f408bbd9,in_buy_d69bcba18fcf30,0.039525,25299.9367488931056293,999.9799999999999999980825,27480,1086.147,86.1670000000000000019175,,0
FY2022,ETH,f408bbd9,in_buy_0844bc6aeb0146,0.1,25600,2560,27480,2748,188,,0
FY2022,ETH,f408bbd9,in_buy_705225a8c689ba,0.00061634,24960,15.3838464,27480,16.9370232,1.5531768,,0
FY2022,ETH,f408bbd9,in_buy_108059d0390f2a,0.05985866,25909.976195628651807,1550.93645570222895477359862,27480,1644.9159768,93.97952109777104522640138,,0
FY2022,XRP,f51e24f9,in_buy_ff4585beec80dd,14.446,15.51,224.05746,23.27,336.15842,112.10096,,0
FY2022,XRP,f51e24f9,in_buy_2ac1b3c240b23e,185.554,16.01,2970.71954,23.27,4317.84158,1347.12204,,0
FY2022,LTC,f61cae42,in_buy_9de194772ae8d8,0.0053,4835,25.6255,3741.5094339622641509,19.82999999999999999977,-5.79550000000000000023,,0
FY2022,XRP,f6cb6dc0,in_buy_977b80aab29674,150,13.44,2016,16.45,2467.5,451.5,,0
FY2022,XRP,f76f0bbd,in_buy_da5c49137d6838,18.204,23.27,423.60708,22.85,415.9614,-7.64568,,0
FY2022,XRP,f76f0bbd,in_buy_5a551e4e1eced8,81.796,23.03,1883.76188,22.85,1869.0386,-14.72328,,0
FY2022,LTC,f7a80fc3,in_buy_91f63775985c17,0.39800243,2974,1183.65922682,2909,1157.78906887,-25.87015795,,0
FY2022,LTC,f7a80fc3,in_buy_91da3fd21245c2,0.10199757,2971,303.03478047,2909,296.71093113,-6.32384934,,0
FY2022,LTC,f7a80fc3,in_buy_b886461b51642d,0.5,2992,1496,2909,1454.5,-41.5,,0
FY2022,XRP,f7cb23db,in_buy_8bd37ed89dd951,15,16.6,249,14.85,222.75,-26.25,,0
FY2022,XBT,f7ea324f,in_buy_4f88024dfd57aa,0.002,786000,1572,609000,1218,-354,,0
FY2022,XBT,f8028956,in_buy_fa27bb2f0930cf,0.002753,831000,2287.743,832698.8739556847075917,2292.4199999999999999999501,4.6769999999999999999501,,0
FY2022,ETH,f859e17f,in_buy_45be6fba7e769a,0.002555,42000,107.31,55436.3992172211350294,141.640000000000000000117,34.330000000000000000117,,0
FY2022,XRP,f877f41c,in_buy_6f401bcd1fc479,11,14.3,157.3,11.62,127.82,-29.48,,0
FY2022,ETH,f893d765,in_buy_9bb528506c18c4,0.013825,33499.9453283035372588,463.13674416379640260291,73649.9095840867992767,1018.2100000000000000003775,555.0732558362035973974675,,0
FY2022,ETH,f90eeb71,in_buy_921625ae3d78ca,0.043025,23241.8361417780360256,999.98000000000000000144,25193,1083.928825,83.94882499999999999856,,0
FY2022,ETH,f90eeb71,in_buy_cc5d4253306bcb,0.00072866,24139.8913699456849728,17.589773245624622812280448,25193,18.35713138,0.767358134375377187719552,,0
FY2022,ETH,f90eeb71,in_buy_eecdf2afa263b8,0.022075,22649.6036240090600227,499.9900000000000000011025,25193,556.135475,56.1454749999999999988975,,0
FY2022,ETH,f90eeb71,in_buy_c975656018f94c,0.043903,22776.8034075120151243,999.9700000000000000021429,25193,1106.048279,106.0782789999999999978571,,0
FY2022,ETH,f90eeb71,in_buy_d097953510cbbd,0.000009,22222.2222222222222222,0.1999999999999999999998,25193,0.226737,0.0267370000000000000002,,0
FY2022,ETH,f90eeb71,in_buy_e921d7476592fe,0.021721,23008.6091800561668431,499.7699999999999999989751,25193,547.217153,47.4471530000000000010249,,0
FY2022,ETH,f90eeb71,in_buy_5a5a0289569fed,0.02420234,22102.913222227134079,534.94222079483665620554486,25193,609.72955162,74.78733082516334379445514,,0
FY2022,ETH,f90eeb71,in_buy_fbd1902ead16d0,0.044336,22554.8087333092746301,999.9900000000000000001136,25193,1116.956848,116.9668479999999999998864,,0
FY2022,XRP,fa76017c,in_buy_f67db7f0341a22,5.921,19.34,114.51214,9.98,59.09158,-55.42056,,0
FY2022,XRP,fa76017c,in_buy_0e973d9745dcac,9,19.34,174.06,9.98,89.82,-84.24,,0
FY2022,XRP,fa76017c,in_buy_4a19738629ac32,6,19.34,116.04,9.98,59.88,-56.16,,0
FY2022,XRP,fa76017c,in_buy_b89e177b5e796d,130,19.74,2566.2,9.98,1297.4,-1268.8,,0
FY2022,XRP,fa76017c,in_buy_d6522a5f412e60,15,19.74,296.1,9.98,149.7,-146.4,,0
FY2022,XRP,fa76017c,in_buy_2213fce65da9b8,55,19.74,1085.7,9.98,548.9,-536.8,,0
FY2022,XRP,fa76017c,in_buy_49a4157033158a,200,20.1,4020,9.98,1996,-2024,,0
FY2022,XRP,fa76017c,in_buy_30d21aa26229fb,79.079,20.79,1644.05241,9.98,789.20842,-854.84399,,0
FY2022,ETH,fab29541,in_buy_09065dba911185,0.19938366,24460,4876.9243236,28278,5638.17113748,761.24681388,,0
FY2022,ETH,fab29541,in_buy_aaeaa99030f138,0.00061634,23970,14.7736698,28278,17.42886252,2.65519272,,0
FY2022,XBT,fae0228f,in_buy_07e09cf8596be0,0.00384088,816000,3134.15808,529000,2031.82552,-1102.33256,,0
FY2022,XBT,fae0228f,in_buy_16c1b1c594561a,0.00015912,824000,131.11488,529000,84.17448,-46.9404,,0
FY2022,LTC,faecd66f,in_buy_9a06b102c371a0,0.08365065,5016.9627749576988156,419.67219715101522842917014,2289,191.47633785,-228.19585930101522842917014,,0
FY2022,LTC,faecd66f,in_buy_1948bb9fb3a9a7,0.2,4971,994.2,2289,457.8,-536.4,,0
FY2022,LTC,faecd66f,in_buy_b1510aee915461,0.1,5001,500.1,2289,228.9,-271.2,,0
FY2022,LTC,faecd66f,in_buy_5654877fc4f01b,0.11634935,4917,572.08975395,2289,266.32366215,-305.7660918,,0
FY2022,LTC,fb83f126,in_buy_fd7ab1fcf222be,0.2187,3509.9684099684099684,767.63009126009126008908,2994.9702789208962048,654.99999999999999998976,-112.63009126009126009932,,0
FY2022,ETH,fc3c518e,in_buy_9835bd0ca97b51,0.00061634,25570,15.7598138,29350,18.089579,2.3297652,,0
FY2022,ETH,fc3c518e,in_buy_aaeaa99030f138,0.04938366,23970,1183.7263302,29350,1449.410421,265.6840908,,0
FY2022,ETH,fc629c11,in_buy_a0864f09654740,0.04963366,25715,1276.3295669,26500,1315.29199,38.9624231,,0
FY2022,ETH,fc629c11,in_buy_4a950d1e94216d,0.00036634,29239.7428046540110227,10.711687379056950398055918,26500,9.70801,-1.003677379056950398055918,,0
FY2022,ETH,fcad32d3,in_buy_e44c1adf2e8407,0.002265,32100,72.7065,43178.8079470198675497,97.8000000000000000000705,25.0935000000000000000705,,0
FY2022,ETH,fced3aa1,in_buy_46f9ec1fc3e4be,0.05,35574.9774378948368404,1778.74887189474184202,68298,3414.9,1636.15112810525815798,,0
FY2022,XBT,fd06aa07,in_buy_947830bbe52ab9,0.0015,818000,1227,784000,1176,-51,,0
FY2022,XBT,fdaed447,in_buy_e7fe4b00ec2f0b,0.001324,755128.3987915407854985,999.790000000000000000014,879176,1164.029024,164.239023999999999999986,,0
FY2022,XBT,fdaed447,in_buy_c204f0ddec1f7a,0.001305,766000,999.63,879176,1147.32468,147.69468,,0
FY2022,XBT,fdaed447,in_buy_7a646ba08fd658,0.001331,750999.2486851990984222,999.5799999999999999999482,879176,1170.183256,170.6032560000000000000518,,0
FY2022,XBT,fdaed447,in_buy_7256231ab3802d,0.00045646,742996.2825278810408922,339.148083122676579925653612,879176,401.30867696,62.160593837323420074346388,,0
FY2022,XBT,fdaed447,in_buy_0879bfed80c626,0.00058354,791996.8304278922345483,462.161830427892234548314982,879176,513.03436304,50.872532612107765451685018,,0
FY2022,XRP,fdbc751f,in_buy_6f401bcd1fc479,4,14.3,57.2,11.62,46.48,-10.72,,0
FY2022,XRP,fdf212f4,in_buy_bdd638871229b3,135.629,7.31,991.44799,8.35,1132.50215,141.05416,,0
FY2022,XRP,fdf212f4,in_buy_3aaf7ff2f00f96,0.371,7.24,2.68604,8.35,3.09785,0.41181,,0
FY2022,LTC,fe0727c2,in_buy_2006fa923efff2,0.25354943,3883.9938857953925101,984.784435866906867562124243,4098,1039.04556414,54.261128273093132437875757,,0
FY2022,LTC,fe0727c2,in_buy_ed3e997c5cd545,0.24645057,3767,928.37929719,4098,1009.95443586,81.57513867,,0
FY2022,XRP,fedb5b63,in_buy_8321dbb2de1c9a,7.042,8.7,61.2654,16.49,116.12258,54.85718,,0
FY2022,XRP,fedb5b63,in_buy_aa3470414a2e34,56,8.7,487.2,16.49,923.44,436.24,,0
FY2022,XRP,fedb5b63,in_buy_92809c62bc770b,56,8.7,487.2,16.49,923.44,436.24,,0
FY2022,XRP,fedb5b63,in_buy_63f3f4ad42fb12,80.958,8.7,704.3346,16.49,1334.99742,630.66282,,0
FY2022,LTC,ff5c3888,in_buy_2006fa923efff2,0.2089,3883.9938857953925101,811.36632274265749535989,4014.9832455720440402,838.72999999999999999778,27.36367725734250463789,,0
FY2022,ETH,ff75c218,in_buy_8ecdcca19afe60,0.017679,25280,446.92512,27998.7555857231743877,494.9900000000000000001483,48.0648800000000000001483,,0
FY2022,XRP,fff2d0d6,in_buy_70b4abbff55740,161,20.15,3244.15,18.81,3028.41,-215.74,,0
FY2023,ETH,,,0.000022,0,0,0,0,0,2489226d,0.52
FY2023,ETH,,,0.00118623,0,0,0,0,0,f1d4acbe,19.95
FY2023,ETH,,,0.00047,0,0,0,0,0,20e5c65d,12.62
FY2023,LTC,,,0.0009019,0,0,0,0,0,a251fb02,0.9
FY2023,ETH,,,0.00003,0,0,0,0,0,6a99cdb9,0.8
FY2023,ETH,,,0.000478,0,0,0,0,0,a92e1bab,11.29
FY2023,ETH,,,0.0000496,0,0,0,0,0,8887396c,1.34
FY2023,LTC,,,0.0005947,0,0,0,0,0,012869bb,0.59
FY2023,ETH,,,0.0000767,0,0,0,0,0,65b5a45d,1.76
FY2023,XBT,,,0.000007,0,0,0,0,0,326ce2b3,2.35
FY2023,XBT,,,0.0000031,0,0,0,0,0,143f3fa8,1.04
FY2023,XBT,,,0.000001,0,0,0,0,0,b538a699,0.33
FY2023,XBT,,,0.000009,0,0,0,0,0,5aec14d6,2.99
FY2023,ETH,,,0.0000323,0,0,0,0,0,d49b59dc,0.74
FY2023,LTC,,,0.001132,0,0,0,0,0,032f854c,1.33
FY2023,LTC,,,0.001,0,0,0,0,0,f6da3533,1.08
FY2023,LTC,,,0.0034843,0,0,0,0,0,c273b514,3.77
FY2023,LTC,,,0.0036628,0,0,0,0,0,1084a75e,4.3
FY2023,XRP,,,1,0,0,0,0,0,c4c25f2b,9.69
FY2023,ETH,,,0.00200008,0,0,0,0,0,a9e44621,49.9
FY2023,XBT,,,0.000009,0,0,0,0,0,01fe8037,3.71
FY2023,LTC,,,0.0001309,0,0,0,0,0,e5856500,0.15
FY2023,ETH,,,0.0004504,0,0,0,0,0,1246ecdb,12.25
FY2023,XBT,01fe8037,in_buy_a02b4bccc9297b,0.00150198,801000,1203.08598,412337.7777777777777778,619.323095466666666666700044,-583.762884533333333333299956,,0
FY2023,XBT,01fe8037,in_buy_a19fe6b1e241cb,0.003,821000,2463,412337.7777777777777778,1237.0133333333333333334,-1225.9866666666666666666,,0
FY2023,XBT,01fe8037,in_buy_d7ce8f6814fe3a,0.001499,830993.9959973315543696,1245.6600000000000000000304,412337.7777777777777778,618.0943288888888888889222,-627.5656711111111111111082,,0
FY2023,XBT,01fe8037,in_buy_cf6d354176d462,0.001501,830999.3337774816788807,1247.3299999999999999999307,412337.7777777777777778,618.9190044444444444444778,-628.4109955555555555554529,,0
FY2023,XBT,01fe8037,in_buy_2ebea5ab3a26cc,0.00149802,840996.1848240779991522,1259.829104790165324289978644,412337.7777777777777778,617.690237866666666666699956,-642.138866923498657623278688,,0
FY2023,ETH,030f2c15,in_buy_48d908519001e3,0.3,16851.9918835917551185,5055.59756507752653555,25690,7707,2651.40243492247346445,,0
FY2023,ETH,057667a8,in_buy_182d286b9e563c,0.02059774,17902.9762720246468872,368.760850477332950174354928,29377.9944880220479118,605.120292185711257154799332,236.359441708378306980444404,,0
FY2023,ETH,057667a8,in_buy_fb7f97e03a1e16,0.16966726,23633.99581589958159,4009.9153129351464435217434,29377.9944880220479118,4984.483829077803688783827668,974.568516142657245262084268,,0
FY2023,ETH,057667a8,in_buy_29ee8b334f2f2c,0.022,23633.6363636363636364,519.9400000000000000008,29377.9944880220479118,646.3158787364850540596,126.3758787364850540588,,0
FY2023,ETH,068d4f7b,in_buy_909e9af94244e9,0.15833274,25557,4046.50983618,31600,5003.314584,956.80474782,,0
FY2023,ETH,068d4f7b,in_buy_8b5fccd7ca9a68,0.021681,24789.9082145657488123,537.4699999999999999994763,31600,685.1196,147.6496000000000000005237,,0
FY2023,ETH,068d4f7b,in_buy_f86dbeeab0f861,0.028663,24789.7986951819418763,710.5500000000000000003869,31600,905.7508,195.2007999999999999996131,,0
FY2023,ETH,068d4f7b,in_buy_451078bdbc2f55,0.09132326,24789.9659189981770627,2263.900503011809463422988402,31600,2885.815016,621.914512988190536577011598,,0
FY2023,ETH,1246ecdb,in_buy_48d908519001e3,0.17937474,16851.9918835917551185,3022.82166260138134052460669,27002.997335701598579,4843.65562631216696269249446,1820.83396371078562216788777,,0
FY2023,ETH,1246ecdb,in_buy_bae9b733b1c7c2,0.27102526,17902.9779795486191017,4852.159261681439174679208942,27002.997335701598579,7318.49437368783303728910554,2466.335112006393862609896598,,0
FY2023,ETH,12bce550,in_buy_48d908519001e3,0.20636426,16851.9918835917551185,3477.64883458341868713046481,24889.9682319408447447,5136.399875607980789514904422,1658.751041024562102384439612,,0
FY2023,ETH,12bce550,in_buy_720d2a0835408d,0.08764174,24998.997541602023516,2190.95564280172372846315784,24889.9682319408447447,2181.400124392019210495363778,-9.555518409704517967794062,,0
FY2023,ETH,20e5c65d,in_buy_48d908519001e3,0.47,16851.9918835917551185,7920.436185288124905695,27135,12753.45,4833.013814711875094305,,0
FY2023,XRP,2907f58e,in_buy_73856f6ee41fd0,300,14.84,4452,12.25,3675,-777,,0
FY2023,XRP,2907f58e,in_buy_58de0a8c5a629c,294.83,14.01,4130.5683,12.25,3611.6675,-518.9008,,0
FY2023,XRP,2907f58e,in_buy_57d2eaf164397b,105.17,15.41,1620.6697,12.25,1288.3325,-332.3372,,0
FY2023,ETH,29e1bf60,in_buy_3279ec5418d486,0.072967,28899.9136595995449998,2108.7400000000000000004066,31199.9962372242002926,2276.5701254415382227501442,167.8301254415382227497376,,0
FY2023,ETH,29e1bf60,in_buy_ff7b70893ce46d,0.08536574,28899.999848049487243,2467.06987302863203511925482,31199.9962372242002926,2663.410766787859403886015524,196.340893759227368766760704,,0
FY2023,ETH,29e1bf60,in_buy_909e9af94244e9,0.05427626,25557,1387.13837682,31199.9962372242002926,1693.419107770602373373233676,306.280730950602373373233676,,0
FY2023,ETH,3379e1f7,in_buy_fb7f97e03a1e16,0.00833274,23633.99581589958159,196.9359422949790794982566,30300,252.482022,55.5460797050209205017434,,0
FY2023,ETH,3379e1f7,in_buy_0d81e6e2a4ce96,0.018924,28899.8097653772986684,546.9000000000000000008016,30300,573.3972,26.4971999999999999991984,,0
FY2023,ETH,3379e1f7,in_buy_ff7b70893ce46d,0.27274326,28899.999848049487243,7882.28017255652179198423218,30300,8264.120778,381.84060544347820801576782,,0
FY2023,XRP,33a46967,in_buy_fe4a605a699904,669,14.74,9861.06,7.43,4970.67,-4890.39,,0
FY2023,ETH,4056e922,in_buy_720d2a0835408d,0.002195,24998.997541602023516,54.87279960381644161762,24888.3826879271070615,54.6299999999999999999925,-0.2427996038164416176275,,0
FY2023,ETH,4d43fab8,in_buy_caabc82f8354ef,0.05,52660,2633,23061.9977553310886644,1153.09988776655443322,-1479.90011223344556678,,0
FY2023,ETH,4d43fab8,in_buy_4d8df0d5209316,0.03,62754,1882.62,23061.9977553310886644,691.859932659932659932,-1190.760067340067340068,,0
FY2023,ETH,4d43fab8,in_buy_720d2a0835408d,0.31594726,24998.997541602023516,7898.36477601589534033576616,23061.9977553310886644,7286.375000923007856334239544,-611.989775092887484001526616,,0
FY2023,ETH,4d43fab8,in_buy_b779b57170add6,0.04,62754,2510.16,23061.9977553310886644,922.479910213243546576,-1587.680089786756453424,,0
FY2023,ETH,4d43fab8,in_buy_bb485e490985e1,0.03,62754,1882.62,23061.9977553310886644,691.859932659932659932,-1190.760067340067340068,,0
FY2023,ETH,4d43fab8,in_buy_26fcf8d42508fd,0.02505274,30099.9403697078115683,754.085980097793679189612142,23061.9977553310886644,577.766233644893378226160456,-176.319746452900300963451686,,0
FY2023,ETH,4d43fab8,in_buy_f055b03d8dc2cb,0.05,47183,2359.15,23061.9977553310886644,1153.09988776655443322,-1206.05011223344556678,,0
FY2023,ETH,4d43fab8,in_buy_fc71ad97102d73,0.05,46250,2312.5,23061.9977553310886644,1153.09988776655443322,-1159.40011223344556678,,0
FY2023,ETH,4d43fab8,in_buy_c482791768b965,0.0031,45300,140.43,23061.9977553310886644,71.49219304152637485964,-68.93780695847362514036,,0
FY2023,ETH,4d43fab8,in_buy_6c3e8d11b8c900,0.012468,45299.9679178697465512,564.8000000000000000003616,23061.9977553310886644,287.5369880134680134677392,-277.2630119865319865326224,,0
FY2023,ETH,4d43fab8,in_buy_e159648ecf1e24,0.04157,45299.9759441905220111,1883.120000000000000001427,23061.9977553310886644,958.687246689113355779108,-924.432753310886644222319,,0
FY2023,ETH,4d43fab8,in_buy_4d382396d027c4,0.08,64695,5175.6,23061.9977553310886644,1844.959820426487093152,-3330.640179573512906848,,0
FY2023,ETH,4d43fab8,in_buy_89af033f119024,0.00246,45296.7479674796747967,111.429999999999999999882,23061.9977553310886644,56.732514478114478114424,-54.697485521885521885458,,0
FY2023,ETH,4d43fab8,in_buy_cca4f1ac6a3265,0.05,64695,3234.75,23061.9977553310886644,1153.09988776655443322,-2081.65011223344556678,,0
FY2023,ETH,4d43fab8,in_buy_827726cfb70e6c,0.010402,45299.9423187848490675,471.210000000000000000135,23061.9977553310886644,239.8909006509539842870888,-231.3190993490460157130462,,0
FY2023,ETH,4d43fab8,in_buy_d18bb35378aa0e,0.034989,43839.7782160107462345,1533.9099999999999999989205,23061.9977553310886644,806.9162394612794612786916,-726.9937605387205387202289,,0
FY2023,ETH,4d43fab8,in_buy_588e487b0fe4f0,0.05,42500,2125,23061.9977553310886644,1153.09988776655443322,-971.90011223344556678,,0
FY2023,ETH,4d43fab8,in_buy_5292e3f24d3a28,0.004508,43839.8402839396628217,197.6300000000000000002236,23061.9977553310886644,103.9634858810325476991152,-93.6665141189674523011084,,0
FY2023,ETH,4d43fab8,in_buy_0499dd1487d3c8,0.010503,43839.85527944396839,460.45000000000000000017,23061.9977553310886644,242.2201624242424242421932,-218.2298375757575757579768,,0
FY2023,ETH,53cbd3db,in_buy_909e9af94244e9,0.2,25557,5111.4,31500,6300,1188.6,,0
FY2023,ETH,560b9770,in_buy_720d2a0835408d,0.0005,24998.997541602023516,12.499498770801011758,24880,12.44,-0.059498770801011758,,0
FY2023,ETH,5dd5d3a9,in_buy_182d286b9e563c,0.072946,17902.9762720246468872,1305.9505071391098918336912,29377.8959778466262715,2143.000000000000000000839,837.0494928608901081671478,,0
FY2023,ETH,65b5a45d,in_buy_8182c7f485341d,0.01801174,31950,575.475093,23064.9282920469361147,415.439491514993481094586578,-160.035601485006518905413422,,0
FY2023,ETH,65b5a45d,in_buy_26fcf8d42508fd,0.05868826,30099.9403697078115683,1766.513126401908169351398158,23064.9282920469361147,1353.640508485006518902903422,-412.872617916901650448494736,,0
FY2023,ETH,6a99cdb9,in_buy_48d908519001e3,0.03,16851.9918835917551185,505.559756507752653555,27397,821.91,316.350243492247346445,,0
FY2023,ETH,6df03a97,in_buy_909e9af94244e9,0.087391,25557,2233.451787,31199.8947260015333387,2726.5900000000000000023317,493.1382130000000000023317,,0
FY2023,XBT,70efbe8c,in_buy_a8e712e2999d1d,0.002,615000,1230,450996.3577498988263861,901.9927154997976527722,-328.0072845002023472278,,0
FY2023,XBT,70efbe8c,in_buy_b34120116d1d99,0.00159202,730999.0331936835320657,1163.765080825008056719235714,450996.3577498988263861,717.995221464993929583198922,-445.769859360014127136036792,,0
FY2023,XBT,70efbe8c,in_buy_c8680842697749,0.00176298,590880,1041.7096224,450996.3577498988263861,795.097558785916632942166578,-246.612063614083367057833422,,0
FY2023,XBT,70efbe8c,in_buy_d619a09da49717,0.002,623470,1246.94,450996.3577498988263861,901.9927154997976527722,-344.9472845002023472278,,0
FY2023,XBT,70efbe8c,in_buy_3ad75f980cec10,0.005,721000,3605,450996.3577498988263861,2254.9817887494941319305,-1350.0182112505058680695,,0
FY2023,ETH,7c5a3a5a,in_buy_182d286b9e563c,0.19093426,17902.9762720246468872,3418.291526296584655168835472,26950,5145.678307,1727.386780703415344831164528,,0
FY2023,ETH,7c5a3a5a,in_buy_bae9b733b1c7c2,0.10906574,17902.9779795486191017,1952.601541543175008305045758,26950,2939.321693,986.720151456824991694954242,,0
FY2023,XRP,7e7da76c,in_buy_fe4a605a699904,1000,14.74,14740,7.45,7450,-7290,,0
FY2023,XRP,80007689,in_buy_fe4a605a699904,66,14.74,972.84,7.43,490.38,-482.46,,0
FY2023,ETH,80673df6,in_buy_720d2a0835408d,0.079884,24998.997541602023516,1997.019919613336046552144,27180.9123228681588303,2171.3199999999999999996852,174.3000803866639534475412,,0
FY2023,ETH,8887396c,in_buy_bae9b733b1c7c2,0.0496,17902.9779795486191017,887.98770778561150744432,27003.8306451612903226,1339.39000000000000000096,451.40229221438849255664,,0
FY2023,XBT,9d05446d,in_buy_1e8c159e29f228,0.003,766000,2298,439000,1317,-981,,0
FY2023,XBT,9d05446d,in_buy_a02b4bccc9297b,0.00348902,801000,2794.70502,439000,1531.67978,-1263.02524,,0
FY2023,XBT,9d05446d,in_buy_a337869ee8010b,0.003,741000,2223,439000,1317,-906,,0
FY2023,XBT,9d05446d,in_buy_b34120116d1d99,0.00151098,730999.0331936835320657,1104.524919174991943280631386,439000,663.32022,-441.204699174991943280631386,,0
FY2023,ETH,a09a5a99,in_buy_fb7f97e03a1e16,0.3,23633.99581589958159,7090.198744769874477,29890,8967,1876.801255230125523,,0
FY2023,ETH,a7d671fa,in_buy_720d2a0835408d,0.260828,24998.997541602023516,6520.438530780972589631248,27180.9775024153848513,7089.5599999999999999948764,569.1214692190274103636284,,0
FY2023,ETH,b0eb831c,in_buy_720d2a0835408d,0.34127,24998.997541602023516,8531.40789102252256530532,29789.9903302370557037,10166.430000000000000001699,1635.022108977477434696379,,0
FY2023,ETH,c047c9c4,in_buy_4e3df89b86b362,0.1,26305,2630.5,21750,2175,-455.5,,0
FY2023,ETH,c047c9c4,in_buy_9bb528506c18c4,0.03386674,33499.9453283035372588,1134.533938447870537424092312,21750,736.601595,-397.932343447870537424092312,,0
FY2023,ETH,c047c9c4,in_buy_bba406549a53ea,0.066445,30099.9322748137557378,1999.989999999999999998121,21750,1445.17875,-554.811249999999999998121,,0
FY2023,ETH,c047c9c4,in_buy_9376b9f2befe75,0.09968826,25500,2542.05063,21750,2168.219655,-373.830975,,0
FY2023,ETH,c047c9c4,in_buy_55eda207e26bde,0.045925,26747.9586281981491562,1228.399999999999999998485,21750,998.86875,-229.531249999999999998485,,0
FY2023,ETH,c047c9c4,in_buy_fabdd3e463cade,0.004075,26746.0122699386503067,108.9899999999999999998025,21750,88.63125,-20.3587499999999999998025,,0
FY2023,ETH,c047c9c4,in_buy_dd1a1673a8760e,0.1,27100,2710,21750,2175,-535,,0
FY2023,ETH,c047c9c4,in_buy_55d60feac6fe6d,0.1,29100,2910,21750,2175,-735,,0
FY2023,ETH,c047c9c4,in_buy_aca4812f19e8a8,0.05,27000,1350,21750,1087.5,-262.5,,0
FY2023,XRP,c4c25f2b,in_buy_fe4a605a699904,1000,14.74,14740,9.69,9690,-5050,,0
FY2023,ETH,c6570c02,in_buy_ff7b70893ce46d,0.3,28899.999848049487243,8669.9999544148461729,30900,9270,600.0000455851538271,,0
FY2023,ETH,d309ddad,in_buy_720d2a0835408d,0.012571,24998.997541602023516,314.262398095479037619636,27180.8129822607588895,341.6899999999999999999045,27.4276019045209623802685,,0
FY2023,ETH,d49b59dc,in_buy_9376b9f2befe75,0.00031174,25500,7.94937,23065.9442724458204334,7.190577467492260061908116,-0.758792532507739938091884,,0
FY2023,ETH,d49b59dc,in_buy_8182c7f485341d,0.03198826,31950,1022.024907,23065.9442724458204334,737.839422532507739936911884,-284.185484467492260063088116,,0
FY2023,ETH,d4cfc0d9,in_buy_720d2a0835408d,0.002194,24998.997541602023516,54.847800606274839594104,24899.7265268915223336,54.6299999999999999999184,-0.2178006062748395941856,,0
FY2023,ETH,d6e778d2,in_buy_720d2a0835408d,0.002799,24998.997541602023516,69.972194118944063821284,24887.4598070739549839,69.6599999999999999999361,-0.3121941189440638213479,,0
FY2023,ETH,d7e284eb,in_buy_720d2a0835408d,0.597806,24998.997541602023516,14944.550724354939270005896,24899.9842758353044299,14885.3600000000000000207994,-59.1907243549392699850966,,0
FY2023,XRP,d98b97ee,in_buy_fe4a605a699904,400,14.74,5896,7.65,3060,-2836,,0
FY2023,XRP,dc481235,in_buy_fe4a605a699904,222.83,14.74,3284.5142,7.43,1655.6269,-1628.8873,,0
FY2023,XRP,dc481235,in_buy_eb496b09634cad,42.17,13.33,562.1261,7.43,313.3231,-248.803,,0
FY2023,ETH,eca52058,in_buy_720d2a0835408d,0.136717,24998.997541602023516,3417.787946895203849036972,27180.9650592099007439,3716.1000000000000000037763,298.3120531047961509668043,,0
FY2023,XBT,f0265217,in_buy_c8680842697749,0.00023702,590880,140.0503776,450994.9463044851547694,106.894822173089071383443188,-33.155555426910928616556812,,0
FY2023,XBT,f0265217,in_buy_ededd06a5ba889,0.00092898,545000,506.2941,450994.9463044851547694,418.965285217940619077677212,-87.328814782059380922322788,,0
FY2023,XBT,f0265217,in_buy_8c18e4ac74c991,0.002,580000,1160,450994.9463044851547694,901.9898926089703095388,-258.0101073910296904612,,0
FY2023,XRP,f66dc18f,in_buy_c90adb51c68969,100,12.81,1281,11.97,1197,-84,,0
FY2023,XRP,f66dc18f,in_buy_a17f886f952a44,100,13.01,1301,11.97,1197,-104,,0
FY2023,XRP,f66dc18f,in_buy_4a63ab8181b5df,100,13.11,1311,11.97,1197,-114,,0
FY2023,XRP,f66dc18f,in_buy_090ebdac74ffa2,300,13.51,4053,11.97,3591,-462,,0
FY2023,XRP,f66dc18f,in_buy_7a8d7f3e38f844,100,12.91,1291,11.97,1197,-94,,0
FY2023,XRP,f66dc18f,in_buy_eb496b09634cad,294.83,13.33,3930.0839,11.97,3529.1151,-400.9688,,0
FY2023,XRP,f66dc18f,in_buy_58de0a8c5a629c,5.17,14.01,72.4317,11.97,61.8849,-10.5468,,0
FY2023,ETH,fad95e99,in_buy_182d286b9e563c,0.014789,17902.9762720246468872,264.7671160869725028148008,29377.9160186625194401,434.4699999999999999996389,169.7028839130274971848381,,0
FY2023,ETH,fda25045,in_buy_720d2a0835408d,0.0005,24998.997541602023516,12.499498770801011758,24880,12.44,-0.059498770801011758,,0
FY2023,ETH,ffa8b85e,in_buy_720d2a0835408d,0.15873,24998.997541602023516,3968.09087977848919269468,29789.9577899577899578,4728.560000000000000001594,760.469120221510807306914,,0
FY2024,ETH,,,0.0000015,0,0,0,0,0,ad98c01e,0.05
FY2024,ETH,,,0.0006,0,0,0,0,0,0d5aa1b0,23.14
FY2024,LTC,,,0.006,0,0,0,0,0,5729d854,8.57
FY2024,LTC,,,0.0253795,0,0,0,0,0,6a6276ba,51.86
