Sales for FY,2024
Date,Currency,Trans Ref,Lot Ref,Qty Sold,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR)
2023-05-30 03:30:32,XBT,S708,425b3f8f,-0.00034000,641000.00,217.94,188.02,-29.92
2023-05-30 03:30:32,XBT,S708,326ce2b3,-0.00563630,335762.86,1892.46,3116.83,1224.37
2023-05-30 03:30:32,XBT,S709,326ce2b3,-0.00001000,335762.86,3.36,5.52,2.16
2023-05-30 16:08:00,XRP,S710,966e06a7,-203.17000000,14.74,2994.73,2082.49,-912.23
2023-05-30 16:08:00,XRP,S710,dc8ba892,-300.00000000,12.05,3615.00,3075.00,-540.00
2023-05-30 16:08:00,XRP,S710,810057c9,-246.83000000,12.05,2974.30,2530.01,-444.29
2023-05-30 17:18:58,XRP,S711,810057c9,-239.00000000,12.05,2879.95,2497.55,-382.40
2023-05-30 17:25:53,XRP,S712,810057c9,-214.17000000,12.05,2580.75,2238.08,-342.67
2023-05-30 17:25:53,XRP,S712,1d22a0b2,-546.83000000,11.81,6458.06,5714.37,-743.69
2023-06-13 00:03:20,ETH,S713,0af07b8e,-0.00003500,25881.99,0.91,1.15,0.24
2023-06-13 00:03:20,ETH,S714,0af07b8e,-0.00096500,25881.99,24.98,31.76,6.78
2023-06-13 00:06:20,XBT,S715,326ce2b3,-0.00005000,335762.86,16.79,24.47,7.68
2023-06-21 15:29:25,XBT,S716,326ce2b3,-0.00130370,335762.86,437.73,728.77,291.03
2023-06-21 15:29:25,XBT,S716,143f3fa8,-0.00310000,335819.35,1041.04,1732.90,691.86
2023-06-21 15:29:25,XBT,S716,b538a699,-0.00100000,332920.00,332.92,559.00,226.08
2023-06-21 15:29:25,XBT,S716,5aec14d6,-0.00459630,332608.89,1528.77,2569.33,1040.56
2023-06-21 15:39:40,XBT,S717,5aec14d6,-0.00428200,332608.89,1424.23,2389.27,965.04
2023-06-21 15:39:40,XBT,S718,5aec14d6,-0.00002141,332608.89,7.12,11.93,4.81
2023-06-22 02:34:41,ETH,S719,0af07b8e,-0.16992200,25881.99,4397.92,6104.95,1707.03
2023-06-22 02:34:41,ETH,S720,0af07b8e,-0.00050976,25881.99,13.19,18.31,5.12
2023-06-22 02:34:44,ETH,S721,0af07b8e,-0.03007800,25881.99,778.48,1080.64,302.16
2023-06-22 02:34:44,ETH,S722,0af07b8e,-0.00009023,25881.99,2.34,3.24,0.90
2023-06-23 16:08:05,XBT,S723,5aec14d6,-0.00010029,332608.89,33.36,59.81,26.46
2023-06-23 16:08:05,XBT,S723,301453e1,-0.00099971,418999.19,418.88,596.25,177.37
2023-06-23 16:08:05,XBT,S724,301453e1,-0.00759329,418999.19,3181.58,4528.73,1347.15
2023-06-23 16:08:05,XBT,S724,7739778a,-0.00130671,418997.87,547.51,779.34,231.83
2023-06-23 16:08:05,XBT,S725,7739778a,-0.00000550,418997.87,2.30,3.27,0.97
2023-06-23 16:08:05,XBT,S726,7739778a,-0.00004450,418997.87,18.65,26.51,7.86
2023-06-23 16:12:21,ETH,S727,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:21,ETH,S728,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:21,ETH,S729,0af07b8e,-0.00032800,25881.99,8.49,12.07,3.58
2023-06-23 16:12:21,ETH,S730,0af07b8e,-0.00000250,25881.99,0.06,0.09,0.03
2023-06-23 16:12:21,ETH,S731,0af07b8e,-0.00000250,25881.99,0.06,0.09,0.03
2023-06-23 16:12:21,ETH,S732,0af07b8e,-0.00000164,25881.99,0.04,0.06,0.02
2023-06-23 16:12:38,ETH,S733,0af07b8e,-0.00529800,25881.99,137.12,194.96,57.84
2023-06-23 16:12:38,ETH,S734,0af07b8e,-0.00001589,25881.99,0.41,0.58,0.17
2023-06-23 16:12:54,ETH,S735,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:54,ETH,S736,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:12:55,ETH,S737,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:55,ETH,S738,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:12:55,ETH,S739,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:55,ETH,S740,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:12:56,ETH,S741,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:56,ETH,S742,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:12:56,ETH,S743,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:56,ETH,S744,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:12:57,ETH,S745,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:57,ETH,S746,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:12:58,ETH,S747,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:58,ETH,S748,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:12:59,ETH,S749,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:12:59,ETH,S750,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:13:26,ETH,S751,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:13:26,ETH,S752,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:13:27,ETH,S753,0af07b8e,-0.00050000,25881.99,12.94,18.39,5.45
2023-06-23 16:13:27,ETH,S754,0af07b8e,-0.00000150,25881.99,0.04,0.05,0.01
2023-06-23 16:13:27,ETH,S755,0af07b8e,-0.18837400,25881.99,4875.49,6931.97,2056.48
2023-06-23 16:13:27,ETH,S756,0af07b8e,-0.00056512,25881.99,14.63,20.81,6.18
2023-07-03 07:38:16,ETH,S757,0af07b8e,-0.20000000,25881.99,5176.40,7540.00,2363.60
2023-07-03 07:38:16,ETH,S758,0af07b8e,-0.00060000,25881.99,15.53,22.56,7.03
2023-07-03 19:34:57,XBT,S759,7739778a,-0.00005029,418997.87,21.07,30.02,8.95
2023-07-03 19:34:57,XBT,S759,bb53c0e3,-0.00894971,489522.00,4381.08,5343.20,962.12
2023-07-03 19:34:57,XBT,S760,bb53c0e3,-0.00002700,489522.00,13.22,16.12,2.90
2023-07-03 19:34:57,XBT,S761,bb53c0e3,-0.00100000,489522.00,489.52,597.02,107.50
2023-07-03 19:34:57,XBT,S762,bb53c0e3,-0.00000300,489522.00,1.47,1.79,0.32
2023-07-03 19:45:05,ETH,S763,0af07b8e,-0.06250010,25881.99,1617.63,2347.07,729.44
2023-07-03 19:45:05,ETH,S763,24019253,-0.00100000,25630.00,25.63,37.55,11.92
2023-07-03 19:45:05,ETH,S763,876c732a,-0.03330000,25632.73,853.57,1250.51,396.94
2023-07-03 19:45:05,ETH,S763,bdc3577d,-0.00230000,24586.96,56.55,86.37,29.82
2023-07-03 19:45:05,ETH,S763,a6cf0eb1,-0.00089990,24586.95,22.13,33.79,11.67
2023-07-03 19:45:05,ETH,S764,a6cf0eb1,-0.00050000,24586.95,12.29,18.79,6.50
2023-07-12 19:17:12,XRP,S765,1d22a0b2,-2.50000000,11.81,29.53,21.99,-7.54
2023-07-13 15:46:25,XRP,S766,1d22a0b2,-450.67000000,11.81,5322.41,4907.80,-414.62
2023-07-13 15:46:25,XRP,S766,0a08bef1,-74.33000000,11.45,851.08,809.45,-41.62
2023-07-13 16:20:48,XRP,S767,0a08bef1,-23.00000000,11.45,263.35,256.45,-6.90
2023-07-13 16:20:48,XRP,S768,0a08bef1,-0.11500000,11.45,1.32,1.28,-0.04
2023-07-13 16:20:49,XRP,S769,0a08bef1,-883.55500000,11.45,10116.70,9851.64,-265.07
2023-07-13 16:20:49,XRP,S769,ae8a6809,-19.00000000,11.45,217.55,211.85,-5.70
2023-07-13 16:20:49,XRP,S769,57e0fb9b,-33.00000000,11.22,370.26,367.95,-2.31
2023-07-13 16:20:49,XRP,S769,fb8644cc,-9.00000000,11.22,100.98,100.35,-0.63
2023-07-13 16:20:49,XRP,S769,07bff857,-32.44500000,11.22,364.03,361.76,-2.27
2023-07-13 16:20:49,XRP,S770,07bff857,-2.93100000,11.22,32.89,32.80,-0.09
2023-07-13 17:06:49,XRP,S771,07bff857,-410.62400000,11.22,4607.20,4722.18,114.97
2023-07-13 17:06:49,XRP,S771,1198606f,-82.37600000,11.22,924.26,947.32,23.07
2023-07-13 17:06:49,XRP,S772,1198606f,-1.47900000,11.22,16.59,17.05,0.46
2023-07-13 18:10:51,XRP,S773,1198606f,-428.14500000,11.22,4803.79,6203.82,1400.03
2023-07-13 18:10:51,XRP,S773,c8964b3c,-508.00000000,11.01,5593.08,7360.92,1767.84
2023-07-13 18:10:51,XRP,S773,c63ebd20,-63.85500000,11.25,718.37,925.26,206.89
2023-07-13 18:21:23,XRP,S774,c63ebd20,-1.00000000,11.25,11.25,15.85,4.60
2023-07-13 18:21:24,XRP,S775,c63ebd20,-443.14500000,11.25,4985.38,7023.85,2038.47
2023-07-13 18:21:24,XRP,S775,d7898b38,-556.00000000,11.25,6255.00,8812.60,2557.60
2023-07-13 18:21:24,XRP,S775,cc511f41,-500.00000000,8.01,4005.00,7925.00,3920.00
2023-07-13 18:21:24,XRP,S775,b47f03f0,-400.85500000,7.51,3010.42,6353.55,3343.13
2023-07-13 18:21:24,XRP,S776,b47f03f0,-54.00000000,7.51,405.54,855.90,450.36
2023-07-13 18:21:24,XRP,S777,b47f03f0,-545.14500000,7.51,4094.04,8640.55,4546.51
2023-07-13 18:21:24,XRP,S777,66c80d2e,-1000.00000000,9.35,9350.00,15850.00,6500.00
2023-07-13 18:21:24,XRP,S777,c314939c,-354.85500000,9.40,3335.64,5624.45,2288.81
2023-07-13 18:21:24,XRP,S778,c314939c,-62.00000000,9.40,582.80,982.70,399.90
2023-07-13 18:21:24,XRP,S779,c314939c,-583.14500000,9.40,5481.56,9242.85,3761.29
2023-07-13 18:21:24,XRP,S779,9d68e351,-499.85500000,8.83,4413.72,7922.70,3508.98
2023-11-09 15:19:19,ETH,S780,a6cf0eb1,-0.19630010,24586.95,4826.42,7596.81,2770.39
2023-11-09 15:19:19,ETH,S780,c49c1358,-0.00369990,27622.99,102.20,143.19,40.98
2023-11-09 15:19:19,ETH,S781,c49c1358,-0.00060000,27622.99,16.57,23.14,6.57
2023-12-07 21:10:25,ETH,S782,c49c1358,-0.01417200,27622.99,391.47,630.01,238.54
2023-12-07 21:10:25,ETH,S783,c49c1358,-0.08574710,27622.99,2368.59,3811.97,1443.38
2023-12-07 21:10:25,ETH,S783,daece2c1,-0.18805290,27622.96,5194.58,8360.08,3165.50
2023-12-07 21:10:25,ETH,S784,daece2c1,-0.00008503,27622.96,2.35,3.80,1.45
2023-12-07 21:10:25,ETH,S785,daece2c1,-0.00164280,27622.96,45.38,73.47,28.09

Balances at end of FY,2024
Currency,Balance Units,Balance Value (ZAR),Remaining Lots
BCH,1.15497969,16633.74,385e07fc:0.01497969:6527.55; 4ce655d0:0.20000000:15116.14; 219e7348:0.05000000:16177.76; 79b0988e:0.09000000:16177.76; 637c920c:0.05000000:16177.76; 9384809e:0.01000000:16177.76; 303d5014:0.20000000:15655.74; 11345ce7:0.49000000:13297.66; b6e23115:0.01000000:13297.66; 5f22e3be:0.04000000:12430.00
ETH,1.00600027,31395.10,daece2c1:0.00600027:27622.96; 9f230823:0.30000000:29400.00; 32ba6fc0:0.30000000:28400.00; f5cce330:0.20000000:36498.00; 03f8a445:0.00700000:32942.86; 3a87c193:0.19300000:32948.96
XBT,0.00002029,9.93,bb53c0e3:0.00002029:489522.00
XRP,0.14500000,1.28,9d68e351:0.14500000:8.83
