Boughts for FY,2018
Date,Currency,Description,Trans Ref,Lot Ref,Qty Bought,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR)
2017-08-28 19:43:03,XBT,"Bought BTC 0.15934 for ZAR 10,000.00",B_XBT_000,b98eb80d,0.15934000,62758.88,10000.00,0.00,0.00,0.00
2017-09-01 22:13:39,XBT,"Bought BTC 0.07241 for ZAR 5,000.00",B_XBT_001,b4ca59cc,0.07241000,69051.24,5000.00,0.00,0.00,0.00
2017-09-04 16:43:08,XBT,"Bought BTC 0.07758 for ZAR 5,000.00",B_XBT_002,975ad480,0.07758000,64449.60,5000.00,0.00,0.00,0.00
2017-11-01 08:38:18,XBT,"Bought BTC 0.04741216 for ZAR 5,000.00",B_XBT_003,b00e5f81,0.04741216,105458.18,5000.00,0.00,0.00,0.00
2017-12-09 15:29:22,XBT,"Bought BTC 0.02076245 for ZAR 5,000.00",B_XBT_004,f453b6fb,0.02076245,240819.36,5000.00,0.00,0.00,0.00
2017-12-13 12:59:38,XBT,"Bought BTC 0.01829724 for ZAR 5,000.00",B_XBT_005,777d8006,0.01829724,273265.26,5000.00,0.00,0.00,0.00
2017-12-17 23:20:29,XBT,"Bought 0.01675 BTC/ZAR @ 298,500",B_XBT_006,249bdc0a,0.01675000,298499.70,4999.87,0.00,0.00,0.00

Others for FY,2018
Date,Currency,Description,Trans Ref,Lot Ref,Qty Other,Unit Cost (ZAR),Total Cost (ZAR),Proceeds (ZAR),Profit (ZAR),Fee (ZAR)
2017-08-27 19:49:41,ZAR,Deposit received,,,10000.00000000,,,,,
2017-08-28 19:43:03,ZAR,"Bought BTC 0.15934 for ZAR 10,000.00",S_ZAR_000,N/A,-10000.00000000,0.00,0.00,0.00,0.00,0.00
2017-08-28 20:09:07,XBT,Test Transaction,S_XBT_000,b98eb80d,-0.00162595,62758.88,102.04,0.00,0.00,0.00
2017-08-30 18:32:21,XBT,all bitcoin,S_XBT_001,b98eb80d,-0.15622401,62758.88,9804.44,0.00,0.00,0.00
2017-09-01 21:49:16,ZAR,Deposit received,,,5000.00000000,,,,,
2017-09-01 22:13:39,ZAR,"Bought BTC 0.07241 for ZAR 5,000.00",S_ZAR_001,N/A,-5000.00000000,0.00,0.00,0.00,0.00,0.00
2017-09-01 22:13:40,XBT,Ants bitcoin,S_XBT_002,b4ca59cc,-0.07162321,69051.24,4945.67,0.00,0.00,0.00
2017-09-04 16:05:26,ZAR,Deposit received,,,5000.00000000,,,,,
2017-09-04 16:43:08,ZAR,"Bought BTC 0.07758 for ZAR 5,000.00",S_ZAR_002,N/A,-5000.00000000,0.00,0.00,0.00,0.00,0.00
2017-09-04 16:43:10,XBT,ants 2nd half,S_XBT_003,975ad480,-0.07666183,64449.60,4940.82,0.00,0.00,0.00
2017-09-17 21:49:38,ZAR,Deposit received,,,10000.00000000,,,,,
2017-11-01 08:38:18,ZAR,"Bought BTC 0.04741216 for ZAR 5,000.00",S_ZAR_003,N/A,-5000.00000000,0.00,0.00,0.00,0.00,0.00
2017-11-01 08:41:37,XBT,bruce investment,S_XBT_004,b00e5f81,-0.04741216,105458.18,5000.00,0.00,0.00,0.00
2017-12-09 14:20:04,ZAR,Deposit received,,,5000.00000000,,,,,
2017-12-09 15:29:22,ZAR,"Bought BTC 0.02076245 for ZAR 5,000.00",S_ZAR_004,N/A,-5000.00000000,0.00,0.00,0.00,0.00,0.00
2017-12-09 15:32:03,XBT,ripple time,S_XBT_005,f453b6fb,-0.02076200,240819.36,4999.89,0.00,0.00,0.00
2017-12-11 10:49:41,ZAR,Deposit received,,,10000.00000000,,,,,
2017-12-11 15:19:43,ZAR,Deposit received,,,5000.00000000,,,,,
2017-12-13 12:59:38,ZAR,"Bought BTC 0.01829724 for ZAR 5,000.00",S_ZAR_005,N/A,-5000.00000000,0.00,0.00,0.00,0.00,0.00
2017-12-13 13:00:06,XBT,next 5k,S_XBT_006,777d8006,-0.01695138,273265.26,4632.22,0.00,0.00,0.00
2017-12-17 23:20:29,ZAR,"Bought 0.01675 BTC/ZAR @ 298,500",S_ZAR_006,N/A,-4999.87500000,0.00,0.00,0.00,0.00,0.00
2017-12-18 08:38:19,XBT,last R5000 with bruce,S_XBT_007,249bdc0a,-0.01675000,298499.70,4999.87,0.00,0.00,0.00
2017-12-19 06:04:19,ZAR,Deposit received,,,10000.00000000,,,,,
2017-12-19 19:29:28,ZAR,"Bought 0.02 BTC/ZAR @ 290,000",S_ZAR_007,N/A,-5800.00000000,0.00,0.00,0.00,0.00,0.00
2017-12-20 05:29:34,ZAR,"Bought 0.015 BTC/ZAR @ 260,000",S_ZAR_008,N/A,-3900.00000000,0.00,0.00,0.00,0.00,0.00
2017-12-21 16:02:54,ZAR,"Bought 0.022391 BTC/ZAR @ 230,000",S_ZAR_009,N/A,-5149.93000000,0.00,0.00,0.00,0.00,0.00
2017-12-21 17:16:40,ZAR,"Bought 0.02575 BTC/ZAR @ 200,000",S_ZAR_010,N/A,-5150.00000000,0.00,0.00,0.00,0.00,0.00
2017-12-21 18:34:36,ZAR,Deposit received,,,10000.00000000,,,,,
2017-12-22 06:45:03,ZAR,"Bought 0.02 BTC/ZAR @ 170,000",S_ZAR_011,N/A,-3400.00000000,0.00,0.00,0.00,0.00,0.00
2017-12-22 07:16:00,ZAR,"Bought 0.02 BTC/ZAR @ 150,000",S_ZAR_012,N/A,-3000.00000000,0.00,0.00,0.00,0.00,0.00
2017-12-30 17:03:59,ZAR,"Bought 0.020001 BTC/ZAR @ 180,000",S_ZAR_013,N/A,-3600.18000000,0.00,0.00,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,b98eb80d,-0.00149004,62758.88,93.51,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,b4ca59cc,-0.00078679,69051.24,54.33,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,975ad480,-0.00091817,64449.60,59.18,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,f453b6fb,-4.5E-7,240819.36,0.11,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,777d8006,-0.00134586,273265.26,367.78,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,0f5cd1f9,-0.02000000,290000.00,5800.00,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,2c9316ab,-0.01500000,260000.00,3900.00,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,c176542e,-0.02239100,230000.00,5149.93,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,b9cf900a,-0.02575000,200000.00,5150.00,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,f0591a90,-0.02000000,170000.00,3400.00,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,01290acd,-0.02000000,150000.00,3000.00,0.00,0.00,0.00
2018-01-08 06:30:36,XBT,paul and ant extra 20 k and 10 from bruces last deal,S_XBT_008,020f0d27,-0.01545969,180000.00,2782.74,0.00,0.00,0.00
2018-01-17 21:50:02,ZAR,Deposit received,,,10000.00000000,,,,,
2018-01-17 22:20:40,ZAR,"Bought 0.024659 BTC/ZAR @ 147,000",S_ZAR_014,N/A,-3624.87300000,0.00,0.00,0.00,0.00,0.00
2018-01-19 17:30:05,ZAR,"Bought 0.016529 BTC/ZAR @ 157,000",S_ZAR_015,N/A,-2595.05300000,0.00,0.00,0.00,0.00,0.00
2018-01-23 07:34:15,ZAR,"Bought 0.027591 BTC/ZAR @ 137,000",S_ZAR_016,N/A,-3779.96700000,0.00,0.00,0.00,0.00,0.00

Balances at end of FY,2018
Currency,Total Units,Total Value (ZAR),Lot Ref,Lot Qty,Lot Unit Cost (ZAR),Lot Total Value (ZAR)
XBT,0.06877900,10817.32,,,,
XBT,,,020f0d27,0.00454131,180000.00,817.44
XBT,,,d10a94b7,0.02465900,146999.88,3624.87
XBT,,,856b83a5,0.01652900,156999.82,2595.05
XBT,,,1c896bac,0.02759100,136999.75,3779.96
ZAR,0.12200000,0.00,,,,
ZAR,,,N/A,0E-8,0.00,0.00
Other Fees
Date,Description,Trans Ref,Lot Ref,Fee (ZAR)
2017-08-28 20:09:07,Fee for Test Transaction,S_XBT_000,,91.64
2017-09-01 22:13:40,Fee for Ants bitcoin,S_XBT_002,,53.24
2017-09-04 16:43:10,Fee for ants 2nd half,S_XBT_003,,58.07
2017-12-09 15:32:03,Fee for ripple time,S_XBT_005,,0.10
2017-12-13 13:00:06,Fee for next 5k,S_XBT_006,,360.82
Total Other Fees,,,,563.87

